id,user_id,name,status,sender_profile_id,strategic_profile_id,target_customer_profile_id,start_date,end_date,duration_days,daily_lead_target,total_leads_generated,response_rate,created_at,updated_at,contact_list_id,subject,body,prompt,tone,offer_type,product_id,send_time_preference,schedule_date,schedule_time,timezone,autopilot_enabled,autopilot_settings,max_emails_per_day,delay_between_emails,track_emails,unsubscribe_link,requires_human_review,email_template_id,generation_type
72,5,First are you ready to go?,completed,14,,,2025-11-11 17:20:18.191+00,2025-11-25 17:20:00+00,14,5,0,0,2025-11-11 17:18:10.000982+00,2025-11-12 14:00:13.134+00,49,First are you ready to go?,"Hi First, 

There is so much to tell you.
Let's talk about.
Jon","",default,none,,scheduled,2025-11-11 17:20:00,12:20,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,f,f,t,,merge_field
73,1,"Hi First, Spice Up Company Name with Our Zesty Horse Radish!",active,27,,,2025-11-11 17:32:17.668+00,2025-11-25 17:32:00+00,14,5,0,0,2025-11-11 17:29:04.162968+00,2025-11-11 17:32:17.668+00,48,"Hi First, Spice Up Company Name with Our Zesty Horse Radish!","Hey there {{first_name}}!

Hope your day is as bright as a unicorn wearing sunglasses! 🌈 I'm reaching out to sprinkle some flavor magic into {{contact_company_name}} with our fabulous horse radish. 🐴🔥

Instead of boring condiments that make you yawn, get:
- **A zesty kick** that’ll have your taste buds dancing! 💃
- **All-natural goodness** that keeps your team buzzing with energy! ⚡
- **Guaranteed freshness** delivered right to your door in just 3 days! 🚚

Let’s chat about how we can turn those ordinary meals at {{contact_company_name}} into something that’ll make everyone say “YUM!” 🤤

Catch ya later!

Demo User",sell horse radish,silly,hormozi,,scheduled,2025-11-11 17:32:00,12:32,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,f,t,t,,merge_field
71,5,Testing Line Spacing,completed,14,,,2025-11-11 17:18:17.626+00,2025-11-25 17:18:00+00,14,5,0,0,2025-11-11 17:16:28.37898+00,2025-11-12 14:00:08.604+00,49,Testing Line Spacing,"Dear Mr. Jon,
I hope this message finds you well. I am reaching out on behalf of Rockrose Developers to discuss potential mortgage financing solutions for our upcoming residential development projects. Given your expertise in real estate finance, we believe a collaboration could be mutually beneficial.
Rockrose has a strong track record of securing substantial mortgage loans for major developments, including recent financings with Wells Fargo and Equitable Financial Life Insurance Company for projects in Queens and Manhattan[1][2][3][4]. We are keen to explore tailored mortgage structures that align with our development goals and market conditions.
Could we schedule a time to discuss how your team might support our financing needs?
Best regards,  
Jon

",mortgage securing for developments ,default,none,,scheduled,2025-11-11 17:18:00,12:18,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,f,f,t,,merge_field
89,50,November 2025,draft,,,,2025-11-26 21:39:35.166+00,2025-12-10 21:39:35.166+00,14,5,0,0,2025-11-26 21:39:35.188294+00,2025-11-26 21:39:35.188294+00,,,,,,,,,,,America/New_York,f,,20,30,t,t,t,,merge_field
88,5,"Hi {{first_name}}, Ever wanted $1m to launch a new revenue stream - Enter our White-label.",completed,14,,,2025-12-09 00:22:05.926+00,,14,5,0,0,2025-11-19 23:01:58.146596+00,2025-12-09 15:27:36.636+00,55,"Hi {{first_name}}, Ever wanted $1m to launch a new revenue stream - Enter our White-label.","Hi {{first_name}}, 

My team asked me to reach out to 20 organizations in India to do a private offer of our whitelabel plan.

It's possible that we mis-judged and included you in this list erroneously. 

If this is not a good fit for you and your don't have significant alumni ( previous customers) that are under-monetized, then please let me know, and I'll remove you from this offering.

# What's this all about?

We launched in private, a white-label version of our platform and the response has been incredible.

Now, we wanted to open it up to a few more select organizations and:
 - Waive the Setup Fee 
 - Provide Signup at 30% our initial offering 
 - Give you a simple and easy way to setup and test a ""NEW REVENUE STREAM""
 - Join our invite-only “STEM Leaders Community”

# What this means for you {{first_name}} :D

With absolutely no upfront cost, you can test-launch a complete platform with our ""STARTER Package"" at only $200 per month.
 
 This includes:

A. The full, hyper-practical and efficient curriculum catalog we offer ( Game-Dev, Web-Dev & JS API/AI  Tracks.)
B. Modern on-boarding & complete LMS for students, classes and yes, and unlimited number of schools.
C. Auto-graded, custom curriculum is incredibly easy to build with our ""Lesson-Builder Suite"".
So if you have a course or want to build one, both are easier than ever.
D. And much more.

It's hard to explain everything so I'm going to ask you to take two simple steps:

1. Watch one of the youtube video links I've added below. 
Decide if this is exact fit as a new revenue stream for your team.
( 2-3 mins )

2. Sign-up your org here ( No credit card required ) and reserve your brand handle: 
https://app.codetribe.com/auth/org 
( 2-3 mins )

 # Ok. But what is CodeTribe? ( And a glimpse of the future.)
 
 Right. Well,... until 2 months ago we would have told you we are a CS/Coding Edu Platform. 
 Buuuut we are actually leveraging our code-focused platform and modern LMS to allow for an ULTRA-flexible platform where ANY type of simulation, quiz, learning environment can be auto-graded.
 
 We've started running pilots to explore how far this LIMITLESS environment can go and we are super excited. Basically, virtually anything you can imagine teaching in an interactive form can be created seamlessly and auto-graded.
 
 Sorry, went off on a tangent there.
 
 At the moment, we're a CS and Coding platform ( with a full LMS) oriented around kids and teens, but are quickly adding new and novel tools.

This is my PRIVATE email. Please respond to me directly here. I'll answer as soon as I can.

Also would love to follow and learn more about your business and needs. So please connect with me on LinkedIn too. :)

Till soon,

Jonathan Novotny
co-Founder: CodeTribe

Linkedin: https://www.linkedin.com/in/jonathannovotny


# Videos:

 Admin Setup: Create Your White-label Platform in 3 Minutes
https://youtu.be/w_oRDEVHxuo 

Teacher Setup: 0-100 mph in 2 minutes. Setup your school, class and assignments in seconds. 
https://youtu.be/J5paFsZmgvM  

Create Lessons, Courses & Simulations:  Create INSANE Simulations & Lessons in Minutes | CodeTribe
https://youtu.be/a6VS6y7WDY4 

That's all for now folks!","",default,none,,scheduled,2025-11-19 23:03:00,18:03,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""10:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""20:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""20:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 15, ""delayBetweenEmails"": 5}",25,4,f,f,t,,merge_field
74,5,"Hi First, Brighten Up Company Name with Our Juicy Grapefruit!, ",completed,14,,,2025-11-12 19:55:18.838+00,2025-11-26 19:55:00+00,14,5,0,0,2025-11-12 19:53:55.818733+00,2025-11-12 20:01:22.009+00,49,"Hi First, Brighten Up Company Name with Our Juicy Grapefruit!, ","Hi {{first_name}}, 

I hope this email finds you well! I wanted to reach out because I believe that adding some fresh grapefruit to your offerings at {{contact_company_name}} could be a fantastic way to elevate your product line. 

Grapefruit is not only delicious but also packed with health benefits that your customers will love. Whether you're looking to enhance a breakfast menu or create a refreshing beverage option, our premium grapefruits can make a real impact. 

If you're interested, I’d love to chat about how we can bring some zesty goodness to your company. Let me know a good time for you, and we can explore some delicious possibilities!

Looking forward to hearing from you.

Best,  
Jonathan Novotny",sell grapefruit,default,none,,scheduled,2025-11-12 19:55:00,14:55,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,f,f,f,,merge_field
76,1,hi {{first_name}},completed,27,,,2025-11-12 21:10:21.436+00,2025-11-26 21:10:00+00,14,5,0,0,2025-11-12 21:08:16.032965+00,2025-11-12 21:19:23.269+00,48,hi {{first_name}},"Hi First,
lets do this..

Jon","",default,none,,scheduled,2025-11-12 21:10:00,16:10,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,t,f,t,,merge_field
77,1,"Hi {{first_name}}, Freshen Up {{contact_company_name}} with Premium Commercial Orange Juicers",active,27,,,2025-11-12 21:35:21.731+00,2025-11-26 21:35:00+00,14,5,0,0,2025-11-12 21:34:15.864314+00,2025-11-12 21:35:21.731+00,47,"Hi {{first_name}}, Freshen Up {{contact_company_name}} with Premium Commercial Orange Juicers","Hi {{first_name}},

I hope this email finds you well! I wanted to reach out and share some exciting opportunities that could benefit {{contact_company_name}}. Our premium commercial orange juicers can really elevate your fresh juice offerings, and I think they could resonate well with your customers.

If you’re interested, I’d love to chat about how we can tailor our solutions to fit your needs and maybe even tackle any challenges you might be facing in your current operations. 

Looking forward to hearing from you!

Best,  
Demo User",see tangerines,default,none,,scheduled,2025-11-12 21:35:00,16:35,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,f,f,t,,merge_field
79,1,"Hi {{first_name}}, Sour-DOWN {{contact_company_name}} with Our Seedless Grapes",active,27,,,2025-11-12 21:40:21.786+00,2025-11-26 21:40:00+00,14,5,0,0,2025-11-12 21:39:44.312436+00,2025-11-12 21:40:21.786+00,47,"Hi {{first_name}}, Sour-DOWN {{contact_company_name}} with Our Seedless Grapes","Hi {{first_name}},

SOUR DOWN - finds you well! I wanted to reach out because I believe that {{contact_company_name}} could really benefit from our premium seedless grapes. 

These little gems not only offer a delightful taste but also present a fantastic opportunity for your customers. Whether it’s for snacking or incorporating into various dishes, they’re always a hit! Plus, they save time on prep—no more dealing with seeds.

If you’re interested, I’d love to chat more about how we can partner to bring these to your market and boost your offerings. 

Looking forward to hearing your thoughts!

Cheers,  
Demo User","",default,none,,scheduled,2025-11-12 21:40:00,16:40,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,f,f,t,,merge_field
78,1,"Hi {{first_name}}, Sweeten Up {{contact_company_name}} with Our Seedless Grapes",active,27,,,2025-11-12 21:40:21.76+00,2025-11-26 21:40:00+00,14,5,0,0,2025-11-12 21:37:32.697695+00,2025-11-12 21:40:21.76+00,47,"Hi {{first_name}}, Sweeten Up {{contact_company_name}} with Our Seedless Grapes","Hi {{first_name}},

I hope this message finds you well! I wanted to reach out because I believe that {{contact_company_name}} could really benefit from our premium seedless grapes. 

These little gems not only offer a delightful taste but also present a fantastic opportunity for your customers. Whether it’s for snacking or incorporating into various dishes, they’re always a hit! Plus, they save time on prep—no more dealing with seeds.

If you’re interested, I’d love to chat more about how we can partner to bring these to your market and boost your offerings. 

Looking forward to hearing your thoughts!

Cheers,  
Demo User",sell seedless grapes,default,none,,scheduled,2025-11-12 21:40:00,16:40,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,f,f,t,,merge_field
80,1,"Hi {{first_name}}, Freshen Up {{contact_company_name}} with Premium Commercial Oranges",completed,27,,,2025-11-12 21:52:21.886+00,2025-11-26 21:52:00+00,14,5,0,0,2025-11-12 21:50:55.323743+00,2025-11-12 22:02:04.296+00,48,"Hi {{first_name}}, Freshen Up {{contact_company_name}} with Premium Commercial Oranges","Hi {{first_name}},

I hope this email finds you well! I wanted to reach out because I think our premium oranges could be a great fit for {{contact_company_name}}. Whether it's for enhancing your product offerings or adding a zesty touch to your operations, our oranges are top-notch and sure to impress.

If you have a moment, I'd love to chat about how our oranges can bring some fresh flavor to your team and clients. Let me know if you're interested!

Looking forward to hearing from you.

Best,  
Demo User",sell oranges,default,none,,scheduled,2025-11-12 21:52:00,16:52,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""18:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""18:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 3}",3,3,f,f,t,,merge_field
86,5,"Hi {{first_name}}, Launch your own Edu Coding Platform with our White-label Partnership ",completed,14,,,2025-11-13 00:38:07.288+00,2025-11-27 00:38:00+00,14,5,0,0,2025-11-13 00:37:41.827753+00,2025-11-14 14:10:29.703+00,49,"Hi {{first_name}}, Launch your own Edu Coding Platform with our White-label Partnership ","Hi {{first_name}},

I'm Jonathan, founder of Codetribe.
I started a Codetribe to help nonprofits in Africa teach kids and teens how to code.

Overtime this grew into a full-scale Computer Science learning platform with an easy-to-use lesson-building.

Two Reasons This May Interest You:

1. In late 2024 we decided to white-label this and allow select organizations to use it.
We’ve built a dashboard that allows each “tenant” to customize and launch their own platform in minutes - This means the entire platform on YOUR DOMAIN and with your logo.

2. Use our Curriculum and Add Your Own:
We’ve made it incredibly easy to add all types of coding lessons, as well as interactive and practical coding projects.

a. We’re expanding AI Lesson Generation to assist you with this.
b. Including an ultra-powerful “Display Engine” which allows anyone to build (with AI on Replit ) and integrate any type of learning environment in minutes - Hard to explain, but very cool! 


PRICING:

You may be thinking “That sounds too good to be true” or “Probably too expensive.” 

Well, you’ll be pleased to know our focus is on empowering other organizations - Helping YOU grow and serve YOUR customers better.

Our pricing packages are built for flexibility and scale, as you’ll see from just 3 of our CORE packages below:

Monthly CORE Platform:

1,000 users  |  $200 ( $0.20 per user)
3,000 users  |  $480 ( $0.16 per user)
10,000 users  | $960 ( $0.096 per user)


OUR ROADMAP - EMPOWERING YOU WITH A.I.

We’ve been experimenting with how to allow educators to build the CS and Coding Lessons they want in 10% of the time.


We’ve focused on:
1. Making it easier for the AI models by offering them simpler templates to build on. ( Doing all the fancy styling with templates and giving them the mission of core lesson-building.)

2. Creating pre-built lesson environments ( Display Engines) for those templates to plug into.

The result is incredibly fun and interactive lessons ( I will send some examples in my next email.)

This structure allows teachers to easily iterate and tweak new courses with AI. 

OTHER BENEFITS:

A. On-boarding & LMS UI:
The slick on-boarding UI for Teachers and learners is designed to accommodate multiple classes, topics and teachers.

B. Manage Schools:
This is by far the most insane part.
We’ve built “Schools” into the white-label. This means you can sign-up dozens of schools and each school is segmented with its own name, roster and teachers.
It comes OOTB ( out-of-the-box) with the White-label packages.


C. 50% IMPACT DISCOUNT:
For non-profits and also businesses in 121* developing  countries we offer a no-questions-asked 50% discount on core packages.

*International Co-operative Alliance (ICA) List of developing countries 2024

For state-level or large-scale roll-outs please get in touch.


If you think someone you know may need this, please forward it to them (or shoot me a reply and I’ll reach out.) 

I’d also be happy to send you our updated price-list and demo video.

Have an awesome day!

Jonathan
","",default,none,,scheduled,2025-11-13 00:38:00,19:38,America/New_York,t,"{""days"": {""friday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""monday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""sunday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""tuesday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""saturday"": {""enabled"": false, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""thursday"": {""enabled"": true, ""endTime"": ""17:00"", ""startTime"": ""09:00""}, ""wednesday"": {""enabled"": true, ""endTime"": ""20:00"", ""startTime"": ""09:00""}}, ""enabled"": true, ""delayUnit"": ""minutes"", ""maxEmailsPerDay"": 3, ""delayBetweenEmails"": 1}",3,1,f,f,t,,merge_field
